# Field minima and maxima
# Time            	field             	min               	location(min)     	processor         	max               	location(max)     	processor         
0.159229423942    	epsilon           	6.1074826108e-04	(5.4507340844e+00 6.9988535276e-01 6.9247443455e-01)	7	7.3647265639e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159296813324    	k                 	1.1980057712e-03	(5.5711027855e+00 5.2454610443e-01 2.8775933941e+00)	7	1.4145418131e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159296813324    	epsilon           	6.3051542727e-04	(5.5711027855e+00 5.2454610443e-01 2.8775933941e+00)	7	7.4305556485e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159364202706    	k                 	1.0000000000e-15	(4.7140274796e+00 1.1803395441e+00 2.2250008795e+00)	5	1.4183878280e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159364202706    	epsilon           	5.0230404487e-04	(5.5711027855e+00 5.2454610443e-01 2.8775933941e+00)	7	7.4945591785e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159431592088    	k                 	1.0000000000e-15	(4.7140251221e+00 1.1803417776e+00 1.6250015016e+00)	5	1.4219062712e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159431592088    	epsilon           	3.8270791079e-04	(5.5711027855e+00 5.2454610443e-01 2.8775933941e+00)	7	7.5568420796e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.15949898147     	k                 	1.0000000000e-15	(4.7140251188e+00 1.1803417812e+00 1.1749984970e+00)	5	1.4251133122e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.15949898147     	epsilon           	2.7238730056e-04	(5.5710990199e+00 3.2455005667e-01 2.8775983750e+00)	7	7.6174668572e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159566370852    	k                 	4.3266599277e-04	(5.5710990199e+00 3.2455005667e-01 2.8775983750e+00)	7	1.4280181623e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159566370852    	epsilon           	1.6480957141e-04	(5.5710990199e+00 3.2455005667e-01 2.8775983750e+00)	7	7.6764353708e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159633648105    	k                 	1.0000000000e-15	(4.7140311272e+00 1.1803357913e+00 2.2749973203e+00)	5	1.4306199058e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159633648105    	epsilon           	7.5995393816e-05	(5.5710990199e+00 3.2455005667e-01 2.8775983750e+00)	7	7.7336096125e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159700813416    	k                 	6.3977034189e-06	(5.5710990199e+00 3.2455005667e-01 2.8775983750e+00)	7	1.4329204952e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159700813416    	epsilon           	1.3366856047e-05	(5.5710990199e+00 3.2455005667e-01 2.8775983750e+00)	7	7.7889403857e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159767978727    	k                 	1.0000000000e-15	(4.7140251323e+00 1.1803417497e+00 1.2749983654e+00)	5	1.4349253088e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159767978727    	epsilon           	2.7645579552e-05	(5.5711078409e+00 7.2454186147e-01 2.8775900034e+00)	7	7.8424798616e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159835144038    	k                 	4.8250083363e-04	(4.6289905130e+00 1.2193178338e+00 2.1241794933e+00)	5	1.4366367459e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159835144038    	epsilon           	4.8230310221e-04	(5.5710000554e+00 1.2455805794e-01 2.8776287665e+00)	7	7.8942036823e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159902309349    	k                 	8.2425245492e-04	(5.5710000554e+00 1.2455805794e-01 2.8776287665e+00)	7	1.4380587772e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159902309349    	epsilon           	3.7135542205e-04	(5.5710000554e+00 1.2455805794e-01 2.8776287665e+00)	7	7.9440582468e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159969587354    	k                 	1.0000000000e-15	(4.7140251221e+00 1.1803417776e+00 1.6250015016e+00)	5	1.4391984736e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.159969587354    	epsilon           	2.6895135262e-04	(5.5710000554e+00 1.2455805794e-01 2.8776287665e+00)	7	7.9921040408e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160036865358    	k                 	4.7125470213e-04	(5.5710000554e+00 1.2455805794e-01 2.8776287665e+00)	7	1.4400596909e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160036865358    	epsilon           	1.7672923883e-04	(5.5710000554e+00 1.2455805794e-01 2.8776287665e+00)	7	8.0382644758e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160104256816    	k                 	1.0000000000e-15	(4.7140274796e+00 1.1803395441e+00 2.2250008795e+00)	5	1.4406511686e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160104256816    	epsilon           	9.7074750498e-05	(5.5710000554e+00 1.2455805794e-01 2.8776287665e+00)	7	8.0826357045e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160171648274    	k                 	1.0000000000e-15	(4.7140251188e+00 1.1803417812e+00 1.1749984970e+00)	5	1.4409807146e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160171648274    	epsilon           	3.4195991994e-05	(5.5710000554e+00 1.2455805794e-01 2.8776287665e+00)	7	8.1251725418e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160239039732    	k                 	1.0000000000e-15	(4.7140251323e+00 1.1803417498e+00 1.5250016345e+00)	5	1.4410592331e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160239039732    	epsilon           	1.9310720171e-03	(5.4507340844e+00 6.9988535276e-01 6.9247443455e-01)	7	8.1659200779e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.16030643119     	k                 	1.0000000000e-15	(4.7136129736e+00 1.1807255333e+00 2.5251657535e+00)	5	1.4408994139e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.16030643119     	epsilon           	2.0330735724e-03	(5.4507340844e+00 6.9988535276e-01 6.9247443455e-01)	7	8.2049384088e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160373822648    	k                 	1.8171947874e-03	(4.6289681726e+00 1.2193091510e+00 1.1241534111e+00)	5	1.4405138522e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160373822648    	epsilon           	2.1361170772e-03	(5.4507340844e+00 6.9988535276e-01 6.9247443455e-01)	7	8.2422882976e+03	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160441214106    	k                 	1.0168643066e-03	(4.6289681726e+00 1.2193091510e+00 1.1241534111e+00)	5	1.4399135126e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160441214106    	epsilon           	2.2401571587e-03	(5.4507340844e+00 6.9988535276e-01 6.9247443455e-01)	7	8.3021858708e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.160508605565    	k                 	1.0000000000e-15	(4.7140251221e+00 1.1803417776e+00 1.5749984984e+00)	5	1.4391076961e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160508605565    	epsilon           	2.0535451026e-03	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.3620039792e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.160575997023    	k                 	8.4377806530e-04	(5.0921222283e+00 4.4694952055e-01 2.4526540657e+00)	7	1.4380919807e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160575997023    	epsilon           	1.8312127573e-03	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.4202577523e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.160643503877    	k                 	1.7110401179e-04	(5.0921222283e+00 4.4694952055e-01 2.4526540657e+00)	7	1.4368616177e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160643503877    	epsilon           	1.6134973454e-03	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.4770257697e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.160711010731    	k                 	6.7680281509e-04	(4.8800642676e+00 8.4274315100e-01 1.3527611098e+00)	5	1.4354209285e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160711010731    	epsilon           	1.4049495495e-03	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.5321553940e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.160778517586    	k                 	1.2118988458e-04	(4.8800642676e+00 8.4274315100e-01 1.3527611098e+00)	5	1.4337734808e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160778517586    	epsilon           	1.2196630357e-03	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.5855700437e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.16084602444     	k                 	1.0000000000e-15	(4.7140251213e+00 1.1803417782e+00 1.2250015011e+00)	5	1.4319226324e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.16084602444     	epsilon           	1.0542926527e-03	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.6371867364e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.160913531295    	k                 	1.0000000000e-15	(4.7140251323e+00 1.1803417498e+00 1.5250016345e+00)	5	1.4298719064e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160913531295    	epsilon           	9.0588033363e-04	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.6869360095e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.160981038149    	k                 	4.6733764552e-04	(4.5573429145e+00 1.1413211599e+00 1.4491422708e+00)	5	1.4276260108e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.160981038149    	epsilon           	6.6506014959e-04	(5.5711044973e+00 6.2454476582e-01 2.8775923861e+00)	7	8.7347770993e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161048545004    	k                 	5.7924649887e-04	(5.5711044973e+00 6.2454476582e-01 2.8775923861e+00)	7	1.4251918101e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.161048545004    	epsilon           	3.0579825784e-04	(5.5711044973e+00 6.2454476582e-01 2.8775923861e+00)	7	8.7807021689e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161116051858    	k                 	6.5188270183e-05	(5.5711044973e+00 6.2454476582e-01 2.8775923861e+00)	7	1.4225786502e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.161116051858    	epsilon           	6.0840400351e-05	(5.5711044973e+00 6.2454476582e-01 2.8775923861e+00)	7	8.8247294373e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161183558712    	k                 	1.0000000000e-15	(5.5999999046e+00 6.2500447849e-01 2.8720367669e+00)	7	1.4197974698e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.161183558712    	epsilon           	4.2517165032e-04	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.8668884718e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161251065567    	k                 	4.9215537353e-04	(4.5506293526e+00 1.2438649073e+00 2.2492236116e+00)	5	1.4168593395e+02	(4.9083676455e+00 1.1752366483e+00 9.2456604788e-01)	5
0.161251065567    	epsilon           	3.2567732917e-04	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.9072101440e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161318572421    	k                 	5.8834735300e-04	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	1.4145777083e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161318572421    	epsilon           	2.3443991910e-04	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.9457114472e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161385961668    	k                 	1.9580732596e-05	(4.5574579944e+00 1.1414517211e+00 2.1511779517e+00)	5	1.4140413834e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161385961668    	epsilon           	1.5274928122e-04	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.9823192487e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161453350914    	k                 	2.5535462029e-04	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	1.4132750371e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161453350914    	epsilon           	8.2611332623e-05	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	9.0170692936e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161520740161    	k                 	1.0000000000e-15	(4.7140251323e+00 1.1803417498e+00 1.5250016345e+00)	5	1.4122803753e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161520740161    	epsilon           	2.7674317291e-05	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	9.0499188780e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161588129408    	k                 	1.8850910633e-04	(4.3998842626e+00 1.0983470537e+00 2.1008846972e+00)	5	1.4110608390e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161588129408    	epsilon           	3.4610459482e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	9.0808397656e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161655518654    	k                 	2.7496971462e-05	(4.3998842626e+00 1.0983470537e+00 2.1008846972e+00)	5	1.4096215327e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161655518654    	epsilon           	2.1964162260e-03	(5.5710990199e+00 3.2455005667e-01 2.8775983750e+00)	7	9.1098393407e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161722907901    	k                 	8.0295773258e-04	(4.6290017214e+00 1.2193573102e+00 2.3242128601e+00)	5	1.4079729083e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161722907901    	epsilon           	7.0129080551e-04	(5.5710990199e+00 3.2455005667e-01 2.8775983750e+00)	7	9.1369674048e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161790297148    	k                 	1.0000000000e-15	(4.7133096743e+00 1.1810513153e+00 2.5753290267e+00)	5	1.4061277733e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161790297148    	epsilon           	1.4138790441e-03	(5.5708600202e+00 7.5398445366e-02 2.8776880289e+00)	7	9.1623060655e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161857686394    	k                 	1.0000000000e-15	(4.7140251213e+00 1.1803417782e+00 1.2250015011e+00)	5	1.4041017538e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161857686394    	epsilon           	5.3385305896e-05	(5.5708600202e+00 7.5398445366e-02 2.8776880289e+00)	7	9.1859465442e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161925194914    	k                 	1.5094034188e-03	(4.6290349459e+00 1.2193254235e+00 1.0240011608e+00)	5	1.4019343206e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161925194914    	epsilon           	3.4605513821e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	9.2080052881e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161992703434    	k                 	1.4885576727e-03	(4.6290686493e+00 1.2194159969e+00 2.3760903949e+00)	5	1.3996450558e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.161992703434    	epsilon           	3.4604523009e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	9.2284867553e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162060211953    	k                 	1.0000000000e-15	(4.7139189148e+00 1.1804697609e+00 5.7445317044e-01)	5	1.3972385498e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162060211953    	epsilon           	1.9755957757e-04	(4.6856353562e+00 1.1726353946e+00 5.7456608992e-01)	5	9.2474029614e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162127720473    	k                 	5.2873710548e-04	(4.5574579944e+00 1.1414517211e+00 2.1511779517e+00)	5	1.3947144144e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162127720473    	epsilon           	3.4602541250e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	9.2647397909e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162195228993    	k                 	5.8480856315e-04	(4.3992072813e+00 1.0982424759e+00 1.1003258412e+00)	5	1.3920708249e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162195228993    	epsilon           	3.2641893847e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.2804727876e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162262737512    	k                 	7.7485088558e-05	(4.3992072813e+00 1.0982424759e+00 1.1003258412e+00)	5	1.3893066926e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162262737512    	epsilon           	3.0422953751e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.2945852194e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162330246032    	k                 	1.4856459627e-03	(5.0921222283e+00 4.4694952055e-01 2.4526540657e+00)	7	1.3864232486e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162330246032    	epsilon           	2.8194714032e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.3070810643e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162397754552    	k                 	2.0253834326e-04	(5.0921222283e+00 4.4694952055e-01 2.4526540657e+00)	7	1.3834239155e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162397754552    	epsilon           	2.6029187721e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.3179835239e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162465263071    	k                 	1.5519381331e-03	(4.6290686493e+00 1.2194159969e+00 2.3760903949e+00)	5	1.3803142147e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162465263071    	epsilon           	2.3922955281e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.3273364062e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162532893228    	k                 	1.0000000000e-15	(4.7133096743e+00 1.1810513153e+00 2.5753290267e+00)	5	1.3770959067e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162532893228    	epsilon           	2.1877871799e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.3352202697e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162600523385    	k                 	8.8521851432e-04	(4.3983239021e+00 1.0994046993e+00 7.0081251902e-01)	5	1.3737832162e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162600523385    	epsilon           	1.9903709708e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.3416978853e+03	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162668153541    	k                 	4.3070494818e-04	(4.3983239021e+00 1.0994046993e+00 7.0081251902e-01)	5	1.3703853987e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162668153541    	epsilon           	1.8012054631e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.3570671056e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.162735783698    	k                 	1.0000000000e-15	(4.7139189148e+00 1.1804697609e+00 5.7445317044e-01)	5	1.3669113205e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162735783698    	epsilon           	1.6206256099e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.3877839198e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.162803413854    	k                 	1.8449411813e-03	(4.6290686493e+00 1.2194159969e+00 2.3760903949e+00)	5	1.3633683327e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162803413854    	epsilon           	1.4481833526e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.4169465273e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.162871044011    	k                 	1.9235643856e-03	(4.6290686493e+00 1.2194159969e+00 2.3760903949e+00)	5	1.3597614526e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162871044011    	epsilon           	1.2831215868e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.4445777367e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.162938674168    	k                 	1.5181714785e-03	(4.6350060592e+00 1.1198283082e+00 5.2488655437e-01)	5	1.3560943074e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.162938674168    	epsilon           	1.1249740318e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.4706657463e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163006304324    	k                 	9.8914809108e-04	(4.6350060592e+00 1.1198283082e+00 5.2488655437e-01)	5	1.3523703123e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163006304324    	epsilon           	9.7375936280e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.4951746657e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163073934481    	k                 	4.0884855632e-04	(4.6350060592e+00 1.1198283082e+00 5.2488655437e-01)	5	1.3485927627e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163073934481    	epsilon           	8.2977624742e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.5180558681e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163141564638    	k                 	1.2830437903e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	1.3447638655e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163141564638    	epsilon           	6.9340246317e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.5392985675e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163209194794    	k                 	1.0005959482e-03	(4.6290017214e+00 1.2193573102e+00 2.3242128601e+00)	5	1.3408839935e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163209194794    	epsilon           	5.6514475443e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.5591347096e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163276824951    	k                 	4.1895056935e-04	(4.5574009089e+00 1.1423917685e+00 2.4495355744e+00)	5	1.3369520222e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163276824951    	epsilon           	4.4582137210e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.5776156024e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163344455107    	k                 	5.2229592280e-04	(4.5574080757e+00 1.1413547273e+00 1.9510879400e+00)	5	1.3329665489e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163344455107    	epsilon           	3.3662428101e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.5947445671e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163412085264    	k                 	3.7400134425e-04	(4.6290017214e+00 1.2193573102e+00 2.3242128601e+00)	5	1.3289270348e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163412085264    	epsilon           	2.3895069421e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.6105261294e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163479840662    	k                 	1.9896158881e-04	(4.6290017214e+00 1.2193573102e+00 2.3242128601e+00)	5	1.3248271820e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163479840662    	epsilon           	2.3893319597e-05	(4.6367653413e+00 1.0214647206e+00 4.8024822184e-01)	5	9.6250102657e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163547721999    	k                 	1.0000000000e-15	(4.7139189148e+00 1.1804697609e+00 5.7445317044e-01)	5	1.3206687339e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163547721999    	epsilon           	8.3319214241e-05	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.6382281226e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.16361572998     	k                 	3.0795311321e-06	(4.6290017214e+00 1.2193573102e+00 2.3242128601e+00)	5	1.3164547412e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.16361572998     	epsilon           	2.9293106273e-05	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.6502086447e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163683737962    	k                 	3.6527040923e-04	(4.5570913694e+00 1.1443669001e+00 2.5509038357e+00)	5	1.3121985603e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163683737962    	epsilon           	1.0424695771e-03	(4.4003577837e+00 1.0988304772e+00 2.3011556984e+00)	5	9.6609401077e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163751745943    	k                 	8.2524765376e-04	(4.6290017214e+00 1.2193573102e+00 2.3242128601e+00)	5	1.3079073920e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163751745943    	epsilon           	7.1869535308e-04	(4.4003577837e+00 1.0988304772e+00 2.3011556984e+00)	5	9.6704163228e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163819626568    	k                 	8.5040524358e-04	(4.6290017214e+00 1.2193573102e+00 2.3242128601e+00)	5	1.3035961649e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
0.163819626568    	epsilon           	2.8702233834e-04	(4.4003577837e+00 1.0988304772e+00 2.3011556984e+00)	5	9.6786130908e+03	(4.9083646801e+00 1.1752294192e+00 1.0245569469e+00)	5
0.163887507194    	k                 	8.5080054073e-04	(4.6290017214e+00 1.2193573102e+00 2.3242128601e+00)	5	1.2992620769e+02	(4.9083639163e+00 1.1752349948e+00 9.7543991657e-01)	5
