case,logFile,executionTime_s,clockTime_s,executionTime_hr,clockTime_hr,utc
VH2D-FMG-032-dExS-HyXiFoam_v3-KLKE-L1C-D5-SyM-2-TpN-24-scotch-Backw-maxCo-0.10-maxDeltaT-2.5e-4-ECoeff-5.15-R0-1.0-Xilp-const-Xilp_max-2.10-psic-0.9-Eps-0.1-Tprop-Tmax3500K-lInf-1-NoC-NC-3-Xirt_max-2.3-URF-Prog-fvSch-Bounded-2-minIter-2,log.HyXiFoam_v3,16089.6,16440,4.469333,4.566667,2026-01-26T18:55:29Z
