Simulation_Iteration,Time,deltaT,PIMPLE_Iterations
82,681.56,0.0002504324134,19
83,688.6,0.0002504324134,19
84,695.63,0.0002504324134,19
85,702.7,0.0002504324134,19
86,709.74,0.0002504324134,19
87,716.82,0.0002504324134,19
88,723.92,0.0002504324134,19
89,730.96,0.0002504324134,19
90,738,0.0002504324134,19
91,745.03,0.0002504324134,19
92,752.06,0.0002504324134,19
93,759.12,0.0002504324134,19
94,766.21,0.0002504324134,19
95,773.32,0.0002504324134,19
96,780.43,0.0002504324134,19
97,787.52,0.0002504324134,19
98,794.62,0.0002504324134,19
99,801.73,0.0002504324134,19
100,808.84,0.0002504324134,19
101,815.94,0.0002504324134,19
102,822.67,0.0002504324134,18
103,829.4,0.0002504324134,18
104,836.14,0.0002504324134,18
105,842.88,0.0002504324134,18
106,849.65,0.0002504324134,18
107,856.45,0.0002504324134,18
108,863.23,0.0002504324134,18
109,869.96,0.0002504324134,18
110,876.7,0.0002504324134,18
111,883.43,0.0002504324134,18
112,890.24,0.0002504324134,18
113,897.01,0.0002504324134,18
114,903.79,0.0002504324134,18
115,910.52,0.0002504324134,18
116,917.25,0.0002504324134,18
117,924,0.0002504324134,18
118,930.74,0.0002504324134,18
119,937.48,0.0002504324134,18
120,944.25,0.0002504324134,18
121,950.99,0.0002504324134,18
122,957.73,0.0002504324134,18
123,964.47,0.0002504324134,18
124,971.23,0.0002504324134,18
125,978.01,0.0002504324134,18
126,984.79,0.0002504324134,18
127,991.53,0.0002504324134,18
128,998.33,0.0002504324134,18
129,1005.07,0.0002504324134,18
130,1011.78,0.0002504324134,18
131,1018.49,0.0002504324134,18
132,1025.28,0.0002504324134,18
133,1032.02,0.0002504324134,18
134,1038.74,0.0002504324134,18
135,1045.45,0.0002504324134,18
136,1052.18,0.0002504324134,18
137,1058.89,0.0002504324134,18
138,1065.61,0.0002504324134,18
139,1072.42,0.0002504324134,18
140,1079.16,0.0002504324134,18
141,1085.87,0.0002504324134,18
142,1092.58,0.0002504324134,18
143,1099.28,0.0002504324134,18
144,1106.1,0.0002504324134,18
145,1112.81,0.0002504324134,18
146,1119.52,0.0002504324134,18
147,1125.85,0.0002504324134,17
148,1132.19,0.0002504324134,17
149,1138.48,0.0002504324134,17
150,1144.8,0.0002504324134,17
151,1151.17,0.0002504324134,17
152,1157.52,0.0002504324134,17
153,1163.9,0.0002504324134,17
154,1170.2,0.0002504324134,17
155,1176.49,0.0002504324134,17
156,1182.78,0.0002504324134,17
157,1189.11,0.0002504324134,17
158,1195.52,0.0002504324134,17
159,1201.89,0.0002504324134,17
160,1208.18,0.0002504324134,17
161,1214.46,0.0002504324134,17
162,1220.74,0.0002504324134,17
163,1227.05,0.0002504324134,17
164,1233.34,0.0002504324134,17
165,1239.62,0.0002504324134,17
166,1245.92,0.0002504324134,17
167,1252.22,0.0002504324134,17
168,1258.5,0.0002504324134,17
169,1264.8,0.0002504324134,17
170,1271.16,0.0002504324134,17
171,1277.49,0.0002504324134,17
172,1283.8,0.0002504324134,17
173,1290.09,0.0002504324134,17
174,1296.39,0.0002504324134,17
175,1302.68,0.0002504324134,17
176,1308.99,0.0002504324134,17
177,1315.39,0.0002504324134,17
178,1321.64,0.0002504324134,17
179,1327.89,0.0002504324134,17
180,1334.11,0.0002504324134,17
181,1340.36,0.0002504324134,17
182,1346.6,0.0002504324134,17
183,1352.85,0.0002504324134,17
184,1359.06,0.0002504324134,17
185,1365.36,0.0002504324134,17
186,1371.62,0.0002504324134,17
187,1377.84,0.0002504324134,17
188,1384.04,0.0002504324134,17
189,1390.25,0.0002504324134,17
190,1396.54,0.0002504324134,17
191,1402.82,0.0002504324134,17
192,1409.11,0.0002504324134,17
193,1415.34,0.0002504324134,17
194,1421.57,0.0002504324134,17
195,1427.78,0.0002504324134,17
196,1434.01,0.0002504324134,17
197,1440.28,0.0002504324134,17
198,1446.53,0.0002504324134,17
199,1452.84,0.0002504324134,17
200,1459.05,0.0002504324134,17
201,1465.29,0.0002504324134,17
202,1471.53,0.0002504324134,17
203,1477.75,0.0002504324134,17
204,1484.05,0.0002504324134,17
205,1490.4,0.0002504324134,17
206,1496.68,0.0002504324134,17
207,1502.96,0.0002504324134,17
208,1509.24,0.0002504324134,17
209,1515.5,0.0002504324134,17
210,1521.43,0.0002504324134,16
211,1527.36,0.0002504324134,16
212,1533.27,0.0002504324134,16
213,1539.16,0.0002504324134,16
214,1545.08,0.0002504324134,16
215,1550.97,0.0002504324134,16
216,1556.89,0.0002504324134,16
217,1562.83,0.0002504324134,16
218,1568.76,0.0002504324134,16
219,1574.78,0.0002504324134,16
220,1580.7,0.0002504324134,16
221,1586.6,0.0002504324134,16
222,1592.51,0.0002504324134,16
223,1598.41,0.0002504324134,16
224,1604.41,0.0002504324134,16
225,1610.35,0.00025,16
226,1616.27,0.00025,16
227,1622.18,0.00025,16
228,1628.1,0.00025,16
229,1634.02,0.00025,16
230,1639.96,0.00025,16
231,1645.89,0.00025,16
232,1651.86,0.00025,16
233,1657.82,0.00025,16
234,1663.74,0.00025,16
235,1669.67,0.00025,16
236,1675.6,0.00025,16
237,1681.52,0.00025,16
238,1687.47,0.00025,16
239,1693.42,0.00025,16
240,1699.35,0.00025,16
241,1705.27,0.00025,16
242,1711.2,0.00025,16
243,1717.12,0.00025,16
244,1723.11,0.00025,16
245,1729.11,0.00025,16
246,1735.13,0.00025,16
247,1741.04,0.00025,16
248,1746.96,0.00025,16
249,1752.92,0.00025,16
250,1758.85,0.00025,16
251,1764.76,0.00025,16
252,1770.69,0.00025,16
253,1776.68,0.00025,16
254,1782.6,0.00025,16
255,1788.52,0.00025,16
256,1794.43,0.00025,16
257,1800.35,0.00025,16
258,1806.3,0.00025,16
259,1812.26,0.00025,16
260,1818.18,0.00025,16
261,1824.08,0.00025,16
262,1830,0.00025,16
263,1835.91,0.00025,16
264,1841.82,0.00025,16
265,1847.78,0.00025,16
266,1853.71,0.00025,16
267,1859.58,0.00025,16
268,1865.45,0.00025,16
269,1871.32,0.00025,16
270,1877.2,0.00025,16
271,1883.07,0.00025,16
272,1888.97,0.00025,16
273,1894.85,0.00025,16
274,1900.8,0.00025,16
275,1906.67,0.00025,16
276,1912.56,0.00025,16
277,1918.43,0.00025,16
278,1924.31,0.00025,16
279,1930.18,0.00025,16
280,1936.11,0.00025,16
281,1941.97,0.00025,16
282,1947.92,0.00025,16
283,1953.78,0.00025,16
284,1959.65,0.00025,16
285,1965.5,0.00025,16
286,1971.37,0.00025,16
287,1977.27,0.00025,16
288,1983.15,0.00025,16
289,1988.72,0.00025,15
290,1994.22,0.00025,15
291,1999.71,0.00025,15
292,2005.2,0.00025,15
293,2010.7,0.00025,15
294,2016.32,0.00025,15
295,2021.84,0.00025,15
296,2027.46,0.00025,15
297,2032.95,0.00025,15
298,2038.43,0.00025,15
299,2043.92,0.00025,15
300,2049.42,0.00025,15
301,2055.01,0.00025,15
302,2060.51,0.00025,15
303,2066.08,0.00025,15
304,2071.62,0.00025,15
305,2077.1,0.00025,15
306,2082.59,0.00025,15
307,2088.09,0.00025,15
308,2093.6,0.00025,15
309,2099.17,0.00025,15
310,2104.76,0.00025,15
311,2110.3,0.00025,15
312,2115.79,0.00025,15
313,2121.28,0.00025,15
314,2126.76,0.00025,15
315,2132.25,0.00025,15
316,2137.75,0.00025,15
317,2143.25,0.00025,15
318,2148.76,0.00025,15
319,2154.27,0.00025,15
320,2159.8,0.00025,15
321,2165.3,0.00025,15
322,2170.79,0.00025,15
323,2176.29,0.00025,15
324,2181.85,0.00025,15
325,2187.36,0.00025,15
326,2192.85,0.00025,15
327,2198.34,0.00025,15
328,2203.84,0.00025,15
329,2209.33,0.00025,15
330,2214.81,0.00025,15
331,2220.29,0.00025,15
332,2225.78,0.00025,15
333,2231.28,0.00025,15
334,2236.77,0.00025,15
335,2242.28,0.00025,15
336,2247.78,0.0002472222222,15
337,2253.27,0.0002472222222,15
338,2258.81,0.0002472222222,15
339,2264.39,0.0002444128788,15
340,2269.94,0.0002444128788,15
341,2275.51,0.0002444128788,15
342,2281.06,0.0002415708686,15
343,2286.59,0.0002415708686,15
344,2292.14,0.0002387288584,15
345,2297.71,0.0002387288584,15
346,2303.36,0.0002358868481,15
347,2309.07,0.0002358868481,15
348,2314.62,0.0002330448379,15
349,2320.15,0.0002330448379,15
350,2325.69,0.0002302028277,15
351,2331.24,0.0002273954761,15
352,2336.78,0.0002273954761,15
353,2342.4,0.0002245881246,15
354,2347.7,0.0002245881246,14
355,2352.89,0.000221780773,14
356,2358.06,0.0002190085134,14
357,2363.25,0.0002190085134,14
358,2368.43,0.0002162362537,14
359,2373.61,0.0002162362537,14
360,2378.78,0.000213463994,14
361,2384.02,0.000213463994,14
362,2389.2,0.000213463994,14
363,2394.43,0.000213463994,14
364,2399.6,0.0002106178074,14
365,2404.77,0.0002106178074,14
366,2409.93,0.0002106178074,14
367,2415.11,0.0002106178074,14
368,2420.28,0.0002076925601,14
369,2425.48,0.0002076925601,14
370,2430.65,0.0002076925601,14
371,2435.87,0.0002047255235,14
372,2441.1,0.0002047255235,14
373,2446.26,0.0002047255235,14
374,2451.44,0.0002047255235,14
375,2456.6,0.0002016699187,14
376,2461.76,0.0002016699187,14
377,2466.99,0.0002016699187,14
378,2472.23,0.0002016699187,14
379,2477.41,0.0001985188262,14
380,2482.69,0.0001985188262,14
381,2487.89,0.0001985188262,14
382,2493.05,0.0001985188262,14
383,2498.2,0.0001952644193,14
384,2503.36,0.0001952644193,14
385,2508.59,0.0001952644193,14
386,2513.73,0.0001919548528,14
387,2518.93,0.0001919548528,14
388,2524.07,0.0001919548528,14
389,2529.2,0.0001919548528,14
390,2534.37,0.0001885270876,14
391,2539.53,0.0001885270876,14
392,2544.69,0.0001885270876,14
393,2549.95,0.0001885270876,14
394,2555.21,0.0001849699727,14
395,2560.48,0.0001849699727,14
396,2565.63,0.0001849699727,14
397,2570.79,0.0001849699727,14
398,2575.94,0.0001849699727,14
399,2581.09,0.0001811950753,14
400,2586.31,0.0001811950753,14
401,2591.48,0.0001811950753,14
402,2596.67,0.0001811950753,14
403,2601.52,0.0001811950753,13
404,2606.29,0.0001811950753,13
405,2611.06,0.0001770770054,13
406,2615.84,0.0001770770054,13
407,2620.61,0.0001770770054,13
408,2625.37,0.0001770770054,13
409,2630.12,0.0001770770054,13
410,2634.94,0.0001770770054,13
411,2639.76,0.0001725365694,13
412,2644.51,0.0001725365694,13
413,2649.26,0.0001725365694,13
414,2654.01,0.0001725365694,13
415,2658.75,0.0001725365694,13
416,2663.51,0.0001725365694,13
417,2668.26,0.0001674619644,13
418,2673.03,0.0001674619644,13
419,2677.77,0.0001674619644,13
420,2682.62,0.0001674619644,13
421,2687.35,0.0001674619644,13
422,2692.11,0.0001674619644,13
423,2696.87,0.0001674619644,13
424,2701.61,0.00016148118,13
425,2706.37,0.00016148118,13
426,2711.17,0.00016148118,13
427,2715.97,0.00016148118,13
428,2720.78,0.00016148118,13
429,2725.53,0.00016148118,13
430,2730.28,0.00016148118,13
431,2735.04,0.00016148118,13
432,2739.79,0.00016148118,13
433,2744.54,0.00016148118,13
434,2749.29,0.00016148118,13
435,2754.05,0.00016148118,13
436,2758.88,0.00016148118,13
437,2763.71,0.00016148118,13
438,2768.46,0.00016148118,13
439,2773.22,0.00016148118,13
440,2777.97,0.00016148118,13
441,2782.73,0.00016148118,13
442,2787.48,0.00016148118,13
443,2792.25,0.00016148118,13
444,2797.1,0.00016148118,13
445,2801.88,0.00016148118,13
446,2806.64,0.00016148118,13
447,2811.4,0.00016148118,13
448,2816.17,0.00016148118,13
449,2820.93,0.00016148118,13
450,2825.68,0.00016148118,13
451,2830.45,0.00016148118,13
452,2835.23,0.0001497005988,13
453,2840.15,0.0001492523934,13
454,2844.9,0.00014880553,13
455,2849.65,0.0001483600044,13
456,2854.02,0.0001474742731,12
457,2858.4,0.0001470340513,12
458,2862.78,0.0001465951437,12
459,2867.16,0.0001461575463,12
460,2871.59,0.0001461575463,12
461,2875.97,0.0001457199488,12
462,2880.34,0.0001452836616,12
463,2884.72,0.0001448486805,12
464,2889.12,0.0001444150019,12
465,2893.51,0.0001444150019,12
466,2897.89,0.0001439813232,12
467,2902.34,0.0001435489468,12
468,2906.71,0.0001431178689,12
469,2911.14,0.0001426880855,12
470,2915.53,0.0001422595928,12
471,2919.93,0.0001418323868,12
472,2924.33,0.0001414064637,12
473,2928.72,0.0001405597184,12
474,2933.09,0.0001401388809,12
475,2937.47,0.0001397193034,12
476,2941.84,0.0001393009822,12
477,2946.21,0.0001388839134,12
478,2950.61,0.0001384680933,12
479,2955.01,0.0001380535181,12
480,2959.47,0.0001376401843,12
481,2963.83,0.0001372280879,12
482,2968.2,0.0001368172254,12
483,2972.58,0.0001364075929,12
484,2976.95,0.000135999187,12
485,2981.34,0.0001355920038,12
486,2985.74,0.0001351860397,12
487,2990.12,0.0001347812911,12
488,2994.53,0.0001343777543,12
489,2999.03,0.0001339754257,12
490,3003.4,0.0001335743016,12
491,3007.77,0.0001331743786,12
492,3012.14,0.0001327756529,12
493,3016.49,0.000132378121,12
494,3020.85,0.0001319817793,12
495,3025.21,0.0001315866243,12
496,3029.59,0.0001311926524,12
497,3033.99,0.00013079986,12
498,3038.37,0.0001304082436,12
499,3042.77,0.000129629687,12
500,3047.17,0.0001292427327,12
501,3051.53,0.0001292427327,12
502,3055.89,0.0001288557784,12
503,3060.29,0.0001284699826,12
504,3064.68,0.000128085342,12
505,3069.08,0.0001277018529,12
506,3073.48,0.0001277018529,12
507,3077.88,0.0001273183639,12
508,3082.31,0.0001269360265,12
509,3086.72,0.0001265548372,12
510,3091.13,0.0001265548372,12
511,3095.52,0.0001261736479,12
512,3099.92,0.0001257936068,12
513,3104.31,0.0001257936068,12
514,3108.34,0.0001254135657,11
515,3112.37,0.0001250346728,11
516,3116.46,0.0001246569245,11
517,3120.48,0.0001242803175,11
518,3124.54,0.0001239048482,11
519,3128.61,0.0001239048482,11
520,3132.65,0.000123529379,11
521,3136.68,0.0001231550475,11
522,3140.7,0.0001231550475,11
523,3144.73,0.0001227807161,11
524,3148.77,0.0001224075224,11
525,3152.8,0.0001220354631,11
526,3156.84,0.0001220354631,11
527,3160.95,0.0001216634038,11
528,3164.98,0.0001212924787,11
529,3169.02,0.0001209226846,11
530,3173.06,0.0001205540179,11
531,3177.08,0.0001201864751,11
532,3181.11,0.000119820053,11
533,3185.15,0.000119820053,11
534,3189.19,0.0001194536308,11
535,3193.23,0.0001190883292,11
536,3197.28,0.0001187241447,11
537,3201.31,0.0001187241447,11
538,3205.35,0.0001183599602,11
539,3209.39,0.0001183599602,11
540,3213.47,0.0001179957757,11
541,3217.51,0.0001176327118,11
542,3221.55,0.0001176327118,11
543,3225.57,0.0001172696478,11
544,3229.59,0.0001169077045,11
545,3233.63,0.0001169077045,11
546,3237.67,0.0001165457611,11
547,3241.77,0.0001161849383,11
548,3245.79,0.0001161849383,11
549,3249.87,0.0001158241155,11
550,3253.9,0.0001158241155,11
551,3257.95,0.0001154632927,11
552,3261.99,0.0001154632927,11
553,3266.03,0.00011510247,11
554,3270.05,0.00011510247,11
555,3274.08,0.0001147416472,11
556,3278.12,0.0001147416472,11
557,3282.2,0.0001143808244,11
558,3286.32,0.0001140211362,11
559,3290.36,0.0001140211362,11
560,3294.39,0.0001136614481,11
561,3298.42,0.0001136614481,11
562,3302.43,0.00011330176,11
563,3306.49,0.0001129432101,11
564,3310.52,0.0001129432101,11
565,3314.54,0.0001125846602,11
566,3318.58,0.0001125846602,11
567,3322.61,0.0001122261104,11
568,3326.69,0.0001118687024,11
569,3330.72,0.0001115124326,11
570,3334.77,0.0001115124326,11
571,3338.8,0.0001111561629,11
572,3342.81,0.0001108010314,11
573,3346.85,0.0001108010314,11
574,3350.89,0.0001104458999,11
575,3354.92,0.0001100919066,11
576,3358.95,0.0001097390479,11
577,3362.61,0.0001097390479,10
578,3366.3,0.0001093861892,10
579,3369.95,0.0001093861892,10
580,3373.71,0.0001090333306,10
581,3377.37,0.0001086816101,10
582,3381.03,0.0001086816101,10
583,3384.69,0.0001083298897,10
584,3388.34,0.0001079793075,10
585,3392.01,0.00010762986,10
586,3395.69,0.00010762986,10
587,3399.37,0.0001072804124,10
588,3403.04,0.0001069320993,10
589,3406.77,0.0001069320993,10
590,3410.47,0.0001065837863,10
591,3414.13,0.0001062366078,10
592,3417.79,0.0001062366078,10
593,3421.44,0.0001058894294,10
594,3425.1,0.0001058894294,10
595,3428.76,0.0001055422509,10
596,3432.42,0.0001055422509,10
597,3436.09,0.0001051950725,10
598,3439.77,0.000104849036,10
599,3443.41,0.000104849036,10
600,3447.04,0.0001045029996,10
601,3450.69,0.0001041581052,10
602,3454.33,0.0001041581052,10
603,3457.97,0.0001038132109,10
604,3461.6,0.0001038132109,10
605,3465.24,0.0001034683165,10
606,3468.89,0.0001034683165,10
607,3472.52,0.0001031234221,10
608,3476.16,0.0001031234221,10
609,3479.86,0.0001031234221,10
610,3483.5,0.0001027773703,10
611,3487.18,0.0001027773703,10
612,3490.81,0.0001024313186,10
613,3494.55,0.0001024313186,10
614,3498.18,0.0001020852668,10
615,3501.82,0.0001020852668,10
616,3505.46,0.0001017392151,10
617,3509.09,0.0001013943364,10
618,3512.72,0.0001013943364,10
619,3516.37,0.0001010494577,10
620,3520.07,0.000100705752,10
621,3523.71,0.000100705752,10
622,3527.46,0.0001003620464,10
623,3531.11,0.0001003620464,10
624,3534.75,0.0001000183408,10
625,3538.39,0.0001000183408,10
626,3542.03,9.967463512e-05,10
627,3545.66,9.967463512e-05,10
628,3549.29,9.933092948e-05,10
629,3552.94,9.933092948e-05,10
630,3556.57,9.898722385e-05,10
631,3560.19,9.898722385e-05,10
632,3563.84,9.864351821e-05,10
633,3567.47,9.864351821e-05,10
634,3571.1,9.829981257e-05,10
635,3574.78,9.829981257e-05,10
636,3578.43,9.795610693e-05,10
637,3582.07,9.795610693e-05,10
638,3585.7,9.761240129e-05,10
639,3589.34,9.761240129e-05,10
640,3592.96,9.761240129e-05,10
641,3596.6,9.726748115e-05,10
642,3600.24,9.726748115e-05,10
643,3603.97,9.6922561e-05,10
644,3607.26,9.6922561e-05,9
645,3610.57,9.6922561e-05,9
646,3613.85,9.6576409e-05,9
647,3617.13,9.6576409e-05,9
648,3620.4,9.6576409e-05,9
649,3623.67,9.6576409e-05,9
650,3626.94,9.62277577e-05,9
651,3630.21,9.62277577e-05,9
652,3633.48,9.62277577e-05,9
653,3636.76,9.587783858e-05,9
654,3640.05,9.587783858e-05,9
655,3643.34,9.587783858e-05,9
656,3646.69,9.587783858e-05,9
657,3649.99,9.552534653e-05,9
658,3653.27,9.552534653e-05,9
659,3656.66,9.552534653e-05,9
660,3659.92,9.552534653e-05,9
661,3663.2,9.517023372e-05,9
662,3666.47,9.517023372e-05,9
663,3669.73,9.517023372e-05,9
664,3673.02,9.517023372e-05,9
665,3676.29,9.481245088e-05,9
666,3679.56,9.481245088e-05,9
667,3682.92,9.481245088e-05,9
668,3686.19,9.445331281e-05,9
669,3689.47,9.445331281e-05,9
670,3692.74,9.445331281e-05,9
671,3696.1,9.409280398e-05,9
672,3699.37,9.409280398e-05,9
673,3702.67,9.409280398e-05,9
674,3705.93,9.373090858e-05,9
675,3709.21,9.373090858e-05,9
676,3712.48,9.373090858e-05,9
677,3715.75,9.373090858e-05,9
678,3719.02,9.336619688e-05,9
679,3722.31,9.336619688e-05,9
680,3725.63,9.336619688e-05,9
681,3728.9,9.300005493e-05,9
682,3732.21,9.300005493e-05,9
683,3735.48,9.263391298e-05,9
684,3738.75,9.263391298e-05,9
685,3742.03,9.226777103e-05,9
686,3745.3,9.226777103e-05,9
687,3748.57,9.226777103e-05,9
688,3751.83,9.190017035e-05,9
689,3755.1,9.190017035e-05,9
690,3758.37,9.153256967e-05,9
691,3761.63,9.153256967e-05,9
692,3764.94,9.116496899e-05,9
693,3768.2,9.116496899e-05,9
694,3771.49,9.116496899e-05,9
695,3774.76,9.079588004e-05,9
696,3778.03,9.079588004e-05,9
697,3781.3,9.04267911e-05,9
698,3784.6,9.04267911e-05,9
699,3787.87,9.04267911e-05,9
700,3791.14,9.00561895e-05,9
701,3794.41,9.00561895e-05,9
702,3797.68,9.00561895e-05,9
703,3800.96,8.968405648e-05,9
704,3804.29,8.968405648e-05,9
705,3807.56,8.968405648e-05,9
706,3810.83,8.931037292e-05,9
707,3814.1,8.931037292e-05,9
708,3817.45,8.931037292e-05,9
709,3820.71,8.931037292e-05,9
710,3823.97,8.89335359e-05,9
711,3827.23,8.89335359e-05,9
712,3830.52,8.89335359e-05,9
713,3833.82,8.855509532e-05,9
714,3837.11,8.855509532e-05,9
715,3840.4,8.855509532e-05,9
716,3843.76,8.817503053e-05,9
717,3847.06,8.817503053e-05,9
718,3850.42,8.817503053e-05,9
719,3853.36,8.779332044e-05,8
720,3856.29,8.779332044e-05,8
721,3859.22,8.779332044e-05,8
722,3862.15,8.779332044e-05,8
723,3865.09,8.740826202e-05,8
724,3868.02,8.740826202e-05,8
725,3870.96,8.740826202e-05,8
726,3873.9,8.740826202e-05,8
727,3876.83,8.740826202e-05,8
728,3879.76,8.701804657e-05,8
729,3882.7,8.701804657e-05,8
730,3885.68,8.701804657e-05,8
731,3888.62,8.701804657e-05,8
732,3891.56,8.701804657e-05,8
733,3894.5,8.662250999e-05,8
734,3897.49,8.662250999e-05,8
735,3900.42,8.662250999e-05,8
736,3903.37,8.622515903e-05,8
737,3906.29,8.622515903e-05,8
738,3909.22,8.622515903e-05,8
739,3912.15,8.582596848e-05,8
740,3915.09,8.582596848e-05,8
741,3918.02,8.582596848e-05,8
742,3920.96,8.582596848e-05,8
743,3923.89,8.542302966e-05,8
744,3926.83,8.542302966e-05,8
745,3929.76,8.542302966e-05,8
746,3932.74,8.542302966e-05,8
747,3935.68,8.542302966e-05,8
748,3938.66,8.501430703e-05,8
749,3941.59,8.501430703e-05,8
750,3944.53,8.501430703e-05,8
751,3947.46,8.501430703e-05,8
752,3950.39,8.501430703e-05,8
753,3953.33,8.459960309e-05,8
754,3956.25,8.459960309e-05,8
755,3959.18,8.459960309e-05,8
756,3962.11,8.459960309e-05,8
757,3965.15,8.418079317e-05,8
758,3968.09,8.418079317e-05,8
759,3971.03,8.418079317e-05,8
760,3974.06,8.418079317e-05,8
761,3977.07,8.375777411e-05,8
762,3980,8.375777411e-05,8
763,3982.94,8.375777411e-05,8
764,3985.87,8.333260775e-05,8
765,3988.79,8.333260775e-05,8
766,3991.73,8.333260775e-05,8
767,3994.67,8.333260775e-05,8
768,3997.6,8.290305822e-05,8
769,4000.53,8.290305822e-05,8
770,4003.47,8.290305822e-05,8
771,4006.5,8.290305822e-05,8
772,4009.44,8.290305822e-05,8
773,4012.42,8.290305822e-05,8
774,4015.35,8.290305822e-05,8
775,4018.41,8.246208451e-05,8
776,4021.34,8.246208451e-05,8
777,4024.27,8.246208451e-05,8
778,4027.2,8.246208451e-05,8
779,4030.14,8.246208451e-05,8
780,4033.08,8.246208451e-05,8
781,4036.02,8.201147203e-05,8
782,4038.95,8.201147203e-05,8
783,4041.89,8.201147203e-05,8
784,4044.84,8.201147203e-05,8
785,4047.78,8.201147203e-05,8
786,4050.71,8.201147203e-05,8
787,4053.64,8.155073342e-05,8
788,4056.58,8.155073342e-05,8
789,4059.54,8.155073342e-05,8
790,4062.52,8.155073342e-05,8
791,4065.46,8.155073342e-05,8
792,4068.39,8.155073342e-05,8
793,4071.32,8.155073342e-05,8
794,4074.25,8.155073342e-05,8
795,4077.16,8.155073342e-05,8
796,4080.09,8.107102322e-05,8
797,4082.66,8.107102322e-05,7
798,4085.3,8.107102322e-05,7
799,4087.86,8.107102322e-05,7
800,4090.43,8.107102322e-05,7
801,4093,8.058264356e-05,7
802,4095.56,8.058264356e-05,7
803,4098.13,8.058264356e-05,7
804,4100.7,8.058264356e-05,7
805,4103.27,8.058264356e-05,7
806,4105.82,8.058264356e-05,7
807,4108.4,8.058264356e-05,7
808,4110.96,8.058264356e-05,7
809,4113.52,8.058264356e-05,7
810,4116.09,8.058264356e-05,7
811,4118.65,8.058264356e-05,7
812,4121.22,8.058264356e-05,7
813,4123.79,8.058264356e-05,7
814,4126.34,8.058264356e-05,7
815,4128.91,8.005595962e-05,7
816,4131.48,8.005595962e-05,7
817,4134.05,8.005595962e-05,7
818,4136.66,8.005595962e-05,7
819,4139.23,8.005595962e-05,7
820,4141.81,8.005595962e-05,7
821,4144.37,8.005595962e-05,7
822,4146.95,8.005595962e-05,7
823,4149.53,7.950763113e-05,7
824,4152.1,7.950763113e-05,7
825,4154.66,7.950763113e-05,7
826,4157.24,7.950763113e-05,7
827,4159.81,7.950763113e-05,7
828,4162.38,7.950763113e-05,7
829,4164.95,7.950763113e-05,7
830,4167.51,7.893971948e-05,7
831,4170.09,7.893971948e-05,7
832,4172.67,7.893971948e-05,7
833,4175.24,7.893971948e-05,7
834,4177.83,7.893971948e-05,7
835,4180.39,7.893971948e-05,7
836,4182.96,7.893971948e-05,7
