# Continuity error
# Time            # Local           # Global          # Cumulative      
0.05              6.0670648340e-08	1.0786638916e-09	1.0786638916e-09
0.1               8.9579070617e-08	1.0302776563e-08	1.1381440455e-08
0.15              1.0071388871e-07	2.1898681551e-08	3.3280122006e-08
0.2               2.9226207350e-07	2.9532111304e-08	6.2812233310e-08
0.25              4.4664495195e-07	6.1208490834e-08	1.2402072414e-07
0.3               1.1044940296e-06	1.5277254245e-07	2.7679326659e-07
