# Continuity error
# Time            # Local           # Global          # Cumulative      
0.05              6.2716415505e-08	1.0967106744e-09	1.0967106744e-09
0.1               8.6610723020e-08	9.7807801216e-09	1.0877490796e-08
0.15              1.0463251966e-07	2.2870147489e-08	3.3747638285e-08
0.2               2.7539932982e-07	1.8320654006e-08	5.2068292290e-08
0.25              5.0556783373e-07	6.2831806095e-08	1.1490009839e-07
0.3               1.1947253643e-06	1.7230903290e-07	2.8720913128e-07
